case_id,model_id,quarter,segment,metric_name,current_value,previous_value,historical_mean,historical_std,percent_change,z_score,rolling_mean,rolling_std,sample_size,missing_rate,expected_direction,scenario_type,scenario_difficulty,ground_truth_anomaly,ground_truth_severity,ground_truth_anomaly_type,ground_truth_reason,available_evidence,contradictory_evidence,missing_evidence_flag
case_0552,model_01,2023Q4,retail,psi,0.007701,0.116479,0.044183,0.04227,-0.933889,-0.863068,0.067537,0.045061,1106,0.029401,higher_is_worse,noisy_data,adversarial,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0553,model_07,2023Q4,small_business,default_rate,0.037939,0.038548,0.039108,0.006293,-0.015811,-0.185878,0.041934,0.006043,1618,0.015269,higher_is_worse,recovery_after_shock,moderate,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0554,model_01,2023Q4,small_business,auc,0.929364,0.786133,0.818638,0.022304,0.182197,4.964433,0.835351,0.055824,3675,0.017687,lower_is_worse,metric_definition_change,moderate,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0555,model_05,2023Q4,commercial,score_mean,635.405057,621.276666,619.964912,7.581099,0.022741,2.036663,625.60139,5.860171,4807,0.006029,stable,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0556,model_06,2023Q4,small_business,ks_statistic,0.41511,0.431433,0.456205,0.027761,-0.037836,-1.480305,0.45215,0.029457,2063,0.003417,lower_is_worse,sudden_level_shift,adversarial,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0557,model_01,2023Q4,commercial,auc,0.777807,0.817457,0.807609,0.016122,-0.048505,-1.848576,0.802819,0.015749,2623,0.018257,lower_is_worse,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0558,model_03,2023Q4,commercial,auc,0.732039,0.822098,0.828234,0.052131,-0.109548,-1.845275,0.819668,0.065145,4003,0.013799,lower_is_worse,seasonal_movement,moderate,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0559,model_03,2023Q4,retail,psi,0.013075,0.055763,0.05637,0.017847,-0.765524,-2.425809,0.035247,0.017301,452,0.159624,higher_is_worse,missing_data_spike,moderate,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0560,model_08,2023Q4,small_business,ks_statistic,0.42659,0.484503,0.466842,0.020337,-0.119531,-1.979228,0.469404,0.02474,61,0.018843,lower_is_worse,small_sample_instability,easy,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0561,model_05,2023Q4,commercial,score_mean,642.883107,625.513078,618.940659,6.897733,0.027769,3.471061,626.878068,10.271161,2165,0.008275,stable,segment_specific_anomaly,easy,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0562,model_01,2023Q4,retail,ks_statistic,0.513711,0.479466,0.459484,0.026008,0.071423,2.084998,0.461033,0.037653,2149,0.006262,lower_is_worse,contradictory_metric_movement,moderate,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0563,model_05,2023Q4,retail,score_mean,659.478696,623.477144,621.9132,10.276578,0.057743,3.655448,627.353944,19.32247,1495,0.003785,stable,macro_shock,easy,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0564,model_01,2023Q4,retail,ks_statistic,0.557117,0.423163,0.452808,0.02268,0.316554,4.599093,0.480857,0.049281,4099,0.004403,lower_is_worse,false_positive_trap,ambiguous,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0565,model_01,2023Q4,small_business,ks_statistic,0.386394,0.393594,0.482556,0.04571,-0.018292,-2.103736,0.470445,0.082043,62,0.046447,lower_is_worse,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0566,model_03,2023Q4,commercial,psi,0.028008,0.045565,0.055694,0.014002,-0.385314,-1.977296,0.044869,0.011412,308,0.020694,higher_is_worse,incomplete_evidence,moderate,False,none,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0567,model_02,2023Q4,retail,ks_statistic,0.582632,0.392843,0.459571,0.042956,0.483117,2.864866,0.46406,0.074319,802,0.002999,lower_is_worse,noisy_data,moderate,True,low,noisy_signal,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0568,model_02,2023Q4,small_business,score_mean,619.843556,609.454765,626.346024,19.781873,0.017046,-0.328708,626.800632,26.115998,3317,0.008745,stable,recovery_after_shock,moderate,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0569,model_05,2023Q4,small_business,default_rate,0.068838,0.0311,0.041307,0.00461,1.213441,5.971556,0.047825,0.013561,1052,0.014432,higher_is_worse,metric_definition_change,ambiguous,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0570,model_01,2023Q4,small_business,auc,0.814043,0.778415,0.819669,0.017692,0.04577,-0.318035,0.802715,0.014169,3385,0.01433,lower_is_worse,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0571,model_08,2023Q4,commercial,ks_statistic,0.380116,0.445972,0.441399,0.01234,-0.14767,-4.966137,0.421682,0.025384,864,0.012972,lower_is_worse,sudden_level_shift,easy,True,high,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0572,model_06,2023Q4,retail,ks_statistic,0.435176,0.433887,0.453044,0.015284,0.002971,-1.169089,0.440571,0.012394,3235,0.017029,lower_is_worse,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0573,model_01,2023Q4,retail,score_mean,604.00137,622.310005,622.409428,19.487086,-0.02942,-0.944629,622.378244,17.206302,1499,0.01232,stable,seasonal_movement,ambiguous,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0574,model_02,2023Q4,commercial,ks_statistic,0.500444,0.413342,0.443037,0.02925,0.210724,1.962602,0.452442,0.034671,1345,0.17347,lower_is_worse,missing_data_spike,ambiguous,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0575,model_04,2023Q4,commercial,psi,0.020142,0.074603,0.040008,0.027619,-0.730016,-0.719283,0.03933,0.021247,61,0.011925,higher_is_worse,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0576,model_07,2023Q4,retail,ks_statistic,0.376237,0.453091,0.465907,0.041136,-0.169621,-2.179839,0.45846,0.051651,658,0.019588,lower_is_worse,segment_specific_anomaly,ambiguous,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0577,model_04,2023Q4,small_business,ks_statistic,0.496123,0.438279,0.446216,0.042621,0.131979,1.170945,0.455758,0.031291,3482,0.007806,lower_is_worse,contradictory_metric_movement,adversarial,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0578,model_05,2023Q4,retail,auc,0.773538,0.823399,0.828628,0.017384,-0.060556,-3.168952,0.817413,0.031754,1199,0.007034,lower_is_worse,macro_shock,moderate,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0579,model_02,2023Q4,retail,score_mean,656.370859,631.356563,620.776584,8.669563,0.03962,4.105659,631.539928,15.183276,3794,0.013503,stable,false_positive_trap,ambiguous,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0580,model_08,2023Q4,small_business,psi,0.103442,0.003102,0.051784,0.028549,32.343741,1.809453,0.051792,0.035506,94,0.048156,higher_is_worse,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0581,model_01,2023Q4,commercial,psi,0.152191,0.019686,0.041953,0.036294,6.730928,3.037374,0.050441,0.070251,980,0.029996,higher_is_worse,incomplete_evidence,ambiguous,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0582,model_08,2023Q4,commercial,score_mean,613.768558,615.426229,627.513924,26.729101,-0.002694,-0.514247,610.508601,14.8228,1525,0.028838,stable,noisy_data,moderate,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0583,model_01,2023Q4,retail,default_rate,0.04239,0.0481,0.043763,0.00487,-0.118705,-0.281828,0.047949,0.004256,3757,0.008318,higher_is_worse,recovery_after_shock,moderate,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0584,model_08,2023Q4,retail,auc,0.90177,0.792084,0.80229,0.018982,0.138478,5.240676,0.831856,0.045533,1106,0.018745,lower_is_worse,metric_definition_change,moderate,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0585,model_03,2023Q4,small_business,score_mean,613.430022,615.143486,622.340583,15.583114,-0.002785,-0.571809,624.835258,13.455515,4662,0.002556,stable,normal_variation,moderate,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0586,model_04,2023Q4,small_business,psi,0.125473,0.049435,0.052397,0.015282,1.53814,4.78183,0.073301,0.031787,4426,0.014021,higher_is_worse,sudden_level_shift,easy,True,high,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0587,model_06,2023Q4,commercial,ks_statistic,0.392339,0.407508,0.423661,0.023311,-0.037224,-1.343639,0.417607,0.020282,3452,0.012424,lower_is_worse,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0588,model_06,2023Q4,retail,psi,-0.008645,0.062001,0.061242,0.0331,-1.13943,-2.111354,0.055202,0.043356,4306,0.010026,higher_is_worse,seasonal_movement,moderate,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0589,model_01,2023Q4,small_business,ks_statistic,0.418144,0.439875,0.445293,0.024697,-0.049403,-1.099278,0.444125,0.018458,654,0.186941,lower_is_worse,missing_data_spike,moderate,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0590,model_08,2023Q4,commercial,auc,0.878599,0.777239,0.812199,0.053669,0.13041,1.237203,0.827737,0.036602,79,0.002956,lower_is_worse,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0591,model_01,2023Q4,small_business,ks_statistic,0.382981,0.424107,0.445768,0.017128,-0.096971,-3.665801,0.423738,0.025254,1398,0.017403,lower_is_worse,segment_specific_anomaly,easy,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0592,model_06,2023Q4,retail,psi,0.074732,0.043268,0.052119,0.010081,0.727169,2.243063,0.054745,0.017068,2440,0.008594,higher_is_worse,contradictory_metric_movement,easy,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0593,model_05,2023Q4,retail,ks_statistic,0.366541,0.465047,0.438514,0.036506,-0.211819,-1.971535,0.443134,0.045352,1707,0.009075,lower_is_worse,macro_shock,ambiguous,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0594,model_05,2023Q4,commercial,ks_statistic,0.549993,0.42167,0.452915,0.022011,0.304321,4.410526,0.465401,0.050095,3243,0.002067,lower_is_worse,false_positive_trap,moderate,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0595,model_01,2023Q4,commercial,psi,0.114681,0.015741,0.05678,0.02792,6.285628,2.073816,0.076925,0.038326,83,0.05685,higher_is_worse,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0596,model_07,2023Q4,small_business,ks_statistic,0.436494,0.479385,0.452085,0.018829,-0.08947,-0.828016,0.455446,0.025932,820,0.018452,lower_is_worse,incomplete_evidence,easy,False,none,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0597,model_05,2023Q4,small_business,psi,0.009513,-0.020993,0.039184,0.044696,1.453152,-0.663837,0.00711,0.035857,1033,0.02187,higher_is_worse,noisy_data,moderate,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0598,model_03,2023Q4,retail,score_mean,616.986921,617.765258,620.130827,14.963627,-0.00126,-0.210103,621.541202,17.809406,1855,0.01043,stable,recovery_after_shock,moderate,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0599,model_02,2023Q4,retail,auc,0.933936,0.782495,0.821826,0.027856,0.193536,4.024604,0.840083,0.060199,1769,0.004211,lower_is_worse,metric_definition_change,moderate,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
